v1,v2
spam,"""Ứng dụng kết nối bạn bè với hàng ngàn người dùng mới mỗi ngày. Đăng ký ngay hôm nay để nhận ưu đãi đặc biệt!"""
spam,"""Bạn muốn trở thành nhà đầu tư? Tải app đầu tư thông minh của chúng tôi và nhận 100.000 VNĐ vào tài khoản ngay!"""
spam,"""Chỉ với một lần tải ứng dụng, bạn sẽ nhận được 10 vé tham gia chương trình quay thưởng hàng tuần!"""
spam,"""Ứng dụng đặt lịch tập gym vừa ra mắt! Tải ngay để nhận 1 tuần tập miễn phí tại phòng gym gần nhất."""
spam,"""Tải app chơi nhạc cụ online và nhận ngay bộ công cụ luyện tập miễn phí!"""
spam,"""Ứng dụng tìm việc làm mới ra mắt! Đăng ký ngay để được tư vấn nghề nghiệp miễn phí."""
spam,"""Bạn có muốn kiểm soát sức khỏe dễ dàng hơn? Tải ứng dụng đo huyết áp và nhận quà tặng khi đăng ký!"""
spam,"""Ứng dụng nấu ăn nhanh giúp bạn tạo thực đơn hàng ngày. Đăng ký ngay để nhận công thức miễn phí!"""
spam,"""Cơ hội sở hữu bộ quà tặng độc quyền khi tải app bán hàng và hoàn tất đơn đầu tiên!"""
ham,"""Ứng dụng của chúng tôi vừa cập nhật thêm nhiều tính năng hữu ích. Hãy tải về và trải nghiệm ngay!"""
ham,"""Chúng tôi vừa phát hành phiên bản mới của ứng dụng học tập, với giao diện thân thiện hơn. Hãy dùng thử ngay hôm nay!"""
ham,"""Chào bạn, ứng dụng theo dõi lịch trình của chúng tôi hiện đã có trên mọi nền tảng. Bạn có thể tải về để dùng thử miễn phí."""
ham,"""Ứng dụng đặt lịch hẹn mới được cải tiến, giúp bạn quản lý công việc dễ dàng hơn. Tải ngay để trải nghiệm!"""
ham,"""Chúng tôi ra mắt app quản lý đội nhóm, giúp công việc trở nên hiệu quả hơn. Thử ngay!"""
ham,"""Ứng dụng mới của chúng tôi giúp bạn học tiếng Anh mỗi ngày với chi phí thấp nhất. Hãy tải ngay hôm nay!"""
ham,"""Ứng dụng đặt đồ ăn được yêu thích nhất hiện nay đã cập nhật thêm nhiều nhà hàng mới!"""
ham,"""Chúng tôi vừa ra mắt ứng dụng kết nối giữa doanh nghiệp và khách hàng. Tải ngay để khám phá thêm!"""
ham,"""Bạn muốn quản lý chi tiêu hiệu quả hơn? Tải ứng dụng tài chính cá nhân của chúng tôi ngay hôm nay."""
ham,"""Ứng dụng của chúng tôi hỗ trợ bạn lập kế hoạch du lịch một cách dễ dàng. Dùng thử ngay hôm nay!"""
ham,"""Ứng dụng ngân hàng số mới giúp bạn giao dịch nhanh chóng và an toàn hơn. Hãy tải về và trải nghiệm."""
ham,"""Hãy thử ngay app theo dõi sức khỏe của chúng tôi, với các tính năng đo bước chân và theo dõi giấc ngủ."""
ham,"""Ứng dụng giải trí với hàng ngàn bộ phim miễn phí vừa ra mắt. Hãy tải ngay và tận hưởng!"""
ham,"""Ứng dụng đặt lịch spa và làm đẹp giờ đây đã có phiên bản trên điện thoại. Tải ngay để sử dụng!"""
ham,"""Chúng tôi vừa phát hành app học kỹ năng mềm, giúp bạn cải thiện công việc hàng ngày."""
ham,"""Ứng dụng đặt vé tàu xe mới cho phép bạn tra cứu giá vé nhanh chóng và dễ dàng."""
ham,"""Ứng dụng tìm bạn đồng hành du lịch hiện đã có mặt. Hãy tải về để kết nối với những người yêu thích khám phá!"""
ham,"""Chúng tôi giới thiệu ứng dụng hỗ trợ trẻ học toán với giao diện sinh động, giúp trẻ yêu thích việc học hơn."""
ham,"""Ứng dụng chia sẻ khoảnh khắc gia đình bạn vừa ra mắt! Hãy thử ngay để lưu giữ những kỷ niệm đẹp."""
ham,"""Ứng dụng chăm sóc cây cảnh giúp bạn theo dõi và nhận thông báo chăm sóc đúng cách. Tải về để thử ngay hôm nay!"""
spam,"""Bạn có một giao dịch chưa hoàn tất, nhấn vào đây để tiếp tục: [Link giả mạo]"""
spam,"""Thông báo khẩn cấp! Tài khoản của bạn sẽ bị khóa sau 24 giờ nếu không xác minh thông tin."""
spam,"""Chúc mừng! Bạn đã trúng thưởng 1 chiếc iPhone 14, nhấn vào đây để nhận quà."""
spam,"""Tài khoản của bạn vừa đăng nhập từ thiết bị lạ. Nếu không phải bạn, hãy đổi mật khẩu ngay."""
spam,"""Chúng tôi đã gửi hóa đơn thanh toán thành công cho đơn hàng #34567. Nhấn vào đây để xem chi tiết."""
spam,"""Tài khoản ngân hàng của bạn đang bị tạm khóa. Vui lòng cập nhật thông tin để kích hoạt lại."""
spam,"""Bạn vừa nhận được 500.000 VNĐ từ chương trình khách hàng thân thiết. Nhấn vào đây để rút tiền."""
spam,"""Thông báo: Bạn có một bưu kiện không thể giao hàng, vui lòng xác nhận địa chỉ nhận."""
spam,"""Hóa đơn tháng này của bạn đã quá hạn. Vui lòng thanh toán ngay để tránh bị phạt."""
spam,"""Nhấn vào đây để nhận mã giảm giá 90% cho tất cả các sản phẩm hôm nay!"""
spam,"""Bạn đã được chọn là người may mắn nhận phần thưởng đặc biệt từ chương trình của chúng tôi."""
spam,"""Tài khoản email của bạn sắp hết dung lượng. Nhấn vào đây để mua thêm gói lưu trữ."""
spam,"""Có một vấn đề bảo mật với tài khoản của bạn. Hãy nhấp vào liên kết này để khắc phục ngay."""
spam,"""Ngân hàng thông báo: Số dư trong tài khoản của bạn có sự thay đổi bất thường. Vui lòng kiểm tra ngay."""
spam,"""Nhận 1 triệu VNĐ khi tải app mới của chúng tôi và đăng ký tài khoản ngay hôm nay!"""
spam,"""Thông báo giao dịch thành công: Bạn vừa chuyển 10.000.000 VNĐ. Nhấn vào đây để xem chi tiết."""
spam,"""Lời mời tham gia khảo sát: Nhận ngay phiếu quà tặng 200.000 VNĐ sau khi hoàn tất."""
spam,"""Cảnh báo: Phát hiện virus trên thiết bị của bạn. Nhấn vào đây để quét và khắc phục ngay."""
spam,"""Tài khoản Facebook của bạn sắp bị khóa do hoạt động đáng ngờ. Xác minh ngay tại đây!"""
spam,"""Đơn hàng của bạn đã được vận chuyển, nhấn vào đây để theo dõi lộ trình."""
spam,"""Chương trình chỉ diễn ra hôm nay: Tặng bạn 50.000 VNĐ vào ví khi chia sẻ link giới thiệu này."""
spam,"""Bạn có 1 tin nhắn thoại chưa nghe. Nhấn vào đây để truy cập hộp thư thoại của bạn."""
spam,"""Thông báo: Có người vừa cố gắng đăng nhập vào tài khoản của bạn. Hãy kiểm tra ngay!"""
spam,"""Bạn có một khoản hoàn tiền chưa được xử lý. Nhấn vào đây để xác nhận thông tin ngân hàng."""
spam,"""Hệ thống phát hiện bạn vi phạm chính sách của chúng tôi. Nhấn vào đây để xem chi tiết và khiếu nại."""
spam,"""Cập nhật ngay thông tin cá nhân để nhận ưu đãi đặc biệt từ ngân hàng của bạn."""
spam,"""Thông báo: Bức ảnh của bạn đang được chia sẻ công khai mà không có sự cho phép. Kiểm tra ngay!"""
spam,"""Nhận ngay 3 tháng xem phim miễn phí khi tham gia khảo sát ngắn này."""
spam,"""Khuyến mãi cực sốc: Mua 1 tặng 3 chỉ hôm nay! Nhấn vào đây để đặt hàng."""
spam,"""Bạn vừa nhận được phiếu mua hàng 1 triệu VNĐ, nhấn vào đây để kích hoạt"
spam,"""Bạn đã đặt vé máy bay thành công, nhưng thanh toán chưa được xác nhận. Kiểm tra lại tại đây."""
spam,"""Chúng tôi vừa phát hiện giao dịch lạ trên tài khoản của bạn. Vui lòng xác thực thông tin ngay."""
spam,"""Nhấn vào đây để nhận phần thưởng đặc biệt từ đối tác của chúng tôi dành riêng cho bạn!"""
spam,"""Bảo mật tài khoản: Hệ thống yêu cầu bạn cập nhật mật khẩu mới trong vòng 24 giờ."""
spam,"""Bạn có đơn hàng đang chờ xác nhận. Nhấn vào đây để kiểm tra thông tin và hoàn tất giao dịch."""
spam,"""Xin chúc mừng! Bạn là người trúng giải 5 triệu VNĐ từ chương trình khuyến mãi cuối năm."""
spam,"""Thông báo: Tài khoản của bạn đã được nâng cấp thành công. Xem các tính năng mới tại đây."""
spam,"""Hệ thống ghi nhận lỗi khi thanh toán hóa đơn. Vui lòng kiểm tra lại chi tiết giao dịch của bạn."""
spam,"""Bạn đã đăng ký thành công dịch vụ đặc biệt. Nhấn vào đây để kiểm tra chi tiết gói dịch vụ."""
spam,"""Thư mời từ sự kiện độc quyền: Đăng ký ngay để giữ chỗ và nhận quà tặng khi tham dự!"""
spam,"""Bạn có 1 ảnh đang được gắn thẻ trên mạng xã hội. Nhấn vào đây để kiểm tra và xác nhận."""
spam,"""Tải xuống hóa đơn tiền điện tháng này của bạn qua liên kết: [Liên kết giả mạo]."""
spam,"""Quà tặng từ đối tác: Tải về ứng dụng mới và nhận phiếu giảm giá lên đến 1 triệu VNĐ!"""
spam,"""Hệ thống phát hiện bạn chưa hoàn tất xác thực tài khoản. Nhấn vào đây để tiếp tục."""
spam,"""Chào bạn! Hãy hoàn thành bài khảo sát này để nhận thẻ quà tặng trị giá 500.000 VNĐ."""
spam,"""Thông báo khẩn: Email của bạn đã bị phát hiện trong danh sách bị tấn công. Cập nhật ngay!"""
spam,"""Đã gửi yêu cầu hủy tài khoản. Nếu đây không phải bạn, nhấn vào đây để hủy bỏ."""
spam,"""Bạn nhận được một video chia sẻ từ bạn bè. Nhấn vào đây để xem ngay!"""
spam,"""Thẻ tín dụng của bạn đã bị khóa tạm thời. Nhấn vào đây để mở lại thẻ."""
spam,"""Bạn vừa đăng ký dịch vụ bảo hiểm thành công. Nhấn vào đây để xem hợp đồng."""
spam,"""Thời hạn nâng cấp dịch vụ VIP chỉ còn 1 ngày. Nhấn để không bỏ lỡ ưu đãi."""
spam,"""Chúng tôi tặng bạn một bộ công cụ quản lý miễn phí. Tải về và dùng thử ngay hôm nay!"""
spam,"""Cảnh báo bảo mật: Có người vừa thay đổi mật khẩu tài khoản của bạn."""
spam,"""Bạn vừa nhận được yêu cầu liên kết tài khoản từ một thiết bị mới. Nếu không phải bạn, vui lòng báo cáo."""
spam,"""Thông báo xác thực số điện thoại: Vui lòng nhập mã OTP để hoàn tất quy trình."""
spam,"""Phần mềm của bạn cần cập nhật để tiếp tục hoạt động. Nhấn vào đây để tải phiên bản mới."""
spam,"""Bạn có một giao dịch chưa hoàn tất tại cửa hàng online. Hoàn thành ngay để nhận ưu đãi."""
spam,"""Khóa học đặc biệt dành cho bạn đã sẵn sàng! Nhấn vào đây để đăng ký với giá ưu đãi."""
spam,"""Thông báo: Chúng tôi phát hiện địa chỉ email của bạn trong một cơ sở dữ liệu bị rò rỉ."""
spam,"""Bạn được mời tham gia hội thảo trực tuyến miễn phí. Đăng ký ngay để nhận tài liệu."""
spam,"""Số dư tài khoản ví điện tử của bạn đã được cập nhật. Nhấn vào đây để kiểm tra."""
spam,"""Chúng tôi vừa phát hiện ảnh cá nhân của bạn được tải lên một nền tảng không xác định."""
spam,"""Hóa đơn thanh toán dịch vụ streaming tháng này của bạn đã được tạo. Tải về ngay tại đây."""
spam,"""Ứng dụng yêu thích của bạn vừa được cập nhật. Khám phá các tính năng mới ngay hôm nay!"""
spam,"""Bạn có lời mời kết bạn mới trên nền tảng mạng xã hội. Nhấn vào đây để kiểm tra."""
spam,"""Bạn có một bài viết được đề cập trên trang web nổi tiếng. Xem chi tiết tại đây."""
spam,"""Thông báo: Chúng tôi vừa phát hiện truy cập không hợp lệ vào tài khoản của bạn."""
spam,"""Đơn hàng của bạn hiện đang bị giữ tại kho. Vui lòng xác nhận lại địa chỉ nhận hàng."""
spam,"""Thẻ thành viên của bạn sắp hết hạn. Gia hạn ngay hôm nay để nhận quà tặng đặc biệt!"""
spam,"""Hệ thống yêu cầu bạn xác nhận thông tin thuế cá nhân để tránh bị phạt. Nhấn vào đây."
spam,"""Bạn đã được chọn nhận phần thưởng là chuyến du lịch miễn phí đến Phú Quốc. Nhấn vào đây để xác nhận!"""
spam,"""Ưu đãi chỉ dành cho hôm nay: Mua sắm thả ga, giảm giá đến 80% toàn bộ sản phẩm."""
spam,"""Chúc mừng! Bạn vừa nhận được một mã giảm giá độc quyền trị giá 500.000 VNĐ. Xem ngay tại đây!"""
spam,"""Cảnh báo: Tài khoản ví điện tử của bạn có dấu hiệu bất thường. Vui lòng đăng nhập để kiểm tra."""
spam,"""Nhận ngay một tháng sử dụng miễn phí phần mềm quản lý tài chính. Tải về tại đây!"""
spam,"""Bạn vừa được thêm vào một nhóm trò chuyện. Nhấn vào đây để xem nội dung tin nhắn."""
spam,"""Khuyến mãi mùa lễ hội: Đặt hàng ngay để nhận quà tặng miễn phí!"""
spam,"""Thẻ tín dụng của bạn sắp hết hạn. Gia hạn ngay để không gián đoạn giao dịch."""
spam,"""Mời bạn tham gia chương trình đầu tư với lãi suất hấp dẫn lên đến 20% mỗi tháng."""
spam,"""Chương trình giảm giá đặc biệt tại cửa hàng gần bạn. Đăng ký ngay để nhận thông báo!"""
spam,"""Bạn nhận được một vé xem phim miễn phí từ chương trình tri ân khách hàng. Xem chi tiết tại đây."""
spam,"""Bộ sản phẩm làm đẹp mới nhất đã ra mắt. Mua ngay để nhận ưu đãi cực sốc!"""
spam,"""Tài khoản ngân hàng của bạn đã bị khóa tạm thời. Nhấn vào đây để mở khóa ngay."""
spam,"""Nhận ngay 1GB dung lượng miễn phí khi đăng ký dịch vụ mới từ nhà mạng."""
spam,"""Hóa đơn thanh toán chưa hoàn tất. Vui lòng nhấp vào liên kết này để xử lý ngay lập tức."""
ham,"""Chào bạn, đây là thông báo về buổi họp nhóm tuần này. Thời gian: Thứ Năm, 10h sáng."""
ham,"""Cảm ơn bạn đã đăng ký tài khoản! Hãy khám phá các tính năng tuyệt vời ngay hôm nay."""
ham,"""Thông báo: Hệ thống sẽ bảo trì vào tối nay từ 23h đến 3h sáng ngày mai. Mong bạn thông cảm."""
ham,"""Xin chào, đây là lịch trình chi tiết cho chuyến đi công tác của bạn vào tuần sau."""
ham,"""Báo cáo doanh thu quý III đã hoàn thành. Bạn có thể tải về bản đầy đủ tại đây."""
ham,"""Thân gửi, chúng tôi đã nhận được phản hồi từ bạn. Cảm ơn sự hợp tác của bạn!"""
ham,"""Lịch hẹn khám sức khỏe định kỳ của bạn là vào ngày mai lúc 9h sáng. Đừng quên mang theo CMND."""
ham,"""Hãy tham gia buổi hội thảo trực tuyến về công nghệ AI vào cuối tuần này. Đăng ký tại đây!"""
ham,"""Mời bạn tham dự lễ khai trương cửa hàng mới tại trung tâm thương mại gần nhà bạn."""
ham,"""Đây là biên lai thanh toán của bạn cho hóa đơn tháng trước. Xin cảm ơn!"""
ham,"""Bạn đã đặt bàn thành công tại nhà hàng. Thời gian: 7h tối thứ Bảy. Chúc bạn dùng bữa vui vẻ!"""
ham,"""Kính gửi, tài liệu bạn yêu cầu đã được gửi qua email. Vui lòng kiểm tra và phản hồi."""
ham,"""Chúc mừng sinh nhật! Chúng tôi gửi đến bạn lời chúc tốt đẹp nhất và một mã giảm giá đặc biệt."""
ham,"""Công ty thông báo lịch nghỉ lễ Tết Nguyên Đán: Bắt đầu từ ngày 28/12 đến 5/1. Chúc bạn một kỳ nghỉ vui vẻ!"""
ham,"""Đừng quên buổi học thử yoga miễn phí tại trung tâm của chúng tôi vào ngày mai!"""
ham,"""Xin chào, đây là lời nhắc về bài kiểm tra sức khỏe định kỳ của công ty."""
ham,"""Đội bóng của bạn đã được xếp lịch thi đấu vào tuần sau. Hãy kiểm tra thông tin chi tiết tại đây."""
ham,"""Chúng tôi đã nhận được yêu cầu hỗ trợ của bạn và sẽ phản hồi trong vòng 24 giờ tới."""
ham,"""Bạn đã nhận được một cuốn sách miễn phí từ chương trình đọc sách cộng đồng. Vui lòng đến nhận tại thư viện."""
ham,"""Mời bạn tham gia chương trình thiện nguyện cuối năm do công ty tổ chức."""
spam,"""Nhận ngay phiếu mua sắm trị giá 2 triệu đồng khi tham gia khảo sát 5 phút của chúng tôi. Bắt đầu tại đây!"""
spam,"""Cơ hội đầu tư chỉ có hôm nay: Tăng gấp đôi lợi nhuận trong vòng 1 tháng!"""
spam,"""Bạn đã trúng một chiếc iPhone 14! Nhấn vào đây để nhận giải thưởng ngay lập tức."""
spam,"""Khóa học online miễn phí về kỹ năng lãnh đạo. Đăng ký ngay để giữ chỗ!"""
spam,"""Chào bạn! Bạn vừa nhận được 500.000 VNĐ tiền thưởng từ ví điện tử. Kiểm tra tài khoản tại đây."""
spam,"""Nhấn vào đây để tải xuống phần mềm diệt virus miễn phí phiên bản mới nhất!"""
spam,"""Tăng tốc internet của bạn ngay hôm nay với gói cước mới, giá chỉ từ 99.000 VNĐ/tháng."""
spam,"""Bạn có một tin nhắn thoại chưa nghe. Nhấn vào đây để kiểm tra nội dung."""
spam,"""Mở tài khoản tiết kiệm hôm nay, nhận lãi suất ưu đãi gấp đôi!"""
spam,"""Đây là cơ hội cuối cùng để mua vé tham dự sự kiện độc quyền của chúng tôi. Đăng ký tại đây."""
spam,"""Thẻ quà tặng 1 triệu đồng đang chờ bạn! Nhấn vào đây để nhận ngay."""
spam,"""Bạn có hóa đơn chưa thanh toán. Nhấn vào đây để tránh bị phạt trễ hạn."""
spam,"""Chúng tôi tặng bạn 50% giảm giá cho lần đặt hàng đầu tiên tại cửa hàng mới!"""
spam,"""Sở hữu gói bảo hiểm đặc biệt chỉ với 299.000 VNĐ/năm. Bảo vệ bạn và gia đình ngay hôm nay!"""
spam,"""Thành viên VIP sẽ nhận quà bất ngờ trong tháng này. Đăng nhập để kiểm tra quà của bạn."""
spam,"""Gói vay tín chấp siêu tốc với lãi suất 0%. Đăng ký ngay để nhận tiền trong vòng 30 phút."""
spam,"""Nhấn vào đây để cập nhật phiên bản mới nhất của ứng dụng, nhận ngay 1GB miễn phí!"""
spam,"""Thông báo: Tài khoản ngân hàng của bạn có giao dịch bất thường. Kiểm tra ngay tại đây."""
spam,"""Tận hưởng kỳ nghỉ mơ ước tại Đà Lạt chỉ với 1.999.000 VNĐ. Đặt tour ngay hôm nay!"""
spam,"""Khóa học lập trình miễn phí dành cho người mới bắt đầu. Đăng ký ngay tại đây."""
ham,"""Kính gửi, chúng tôi đã nhận được hồ sơ ứng tuyển của bạn. Vui lòng chờ phản hồi từ phía tuyển dụng."""
ham,"""Đừng quên buổi hẹn phỏng vấn của bạn vào 10h sáng ngày mai tại văn phòng chính."""
ham,"""Chào bạn! Đây là tài liệu bạn yêu cầu trong buổi họp. Vui lòng kiểm tra và phản hồi."""
ham,"""Thông báo: Chúng tôi sẽ tổ chức buổi đào tạo nội bộ vào thứ Sáu tuần này."""
ham,"""Xin cảm ơn bạn đã đặt hàng! Đơn hàng của bạn sẽ được giao trong vòng 3 ngày tới."""
ham,"""Thân gửi, bạn đã hoàn thành bài kiểm tra kỹ năng. Điểm số sẽ được thông báo trong tuần này."""
ham,"""Đội nhóm của bạn đã được xếp lịch họp vào thứ Hai tuần sau. Vui lòng tham dự đúng giờ."""
ham,"""Bạn có thể tham gia chương trình tập huấn vào chiều mai. Thông tin chi tiết đính kèm trong email này."""
ham,"""Chào bạn, chúng tôi đã gửi lại hóa đơn thanh toán chi tiết. Kiểm tra ngay nhé!"""
ham,"""Đây là lời nhắc thanh toán cho gói dịch vụ tháng trước. Vui lòng hoàn tất trước ngày 20."""
ham,"""Công ty thông báo lịch nghỉ lễ 30/4 và 1/5. Mong bạn có kế hoạch làm việc hợp lý."""
ham,"""Chào bạn, chúng tôi cần xác nhận thông tin cá nhân của bạn để hoàn tất thủ tục đăng ký."""
ham,"""Kính gửi, buổi hội thảo chuyên ngành sắp diễn ra vào cuối tháng này. Bạn có thể đăng ký tham dự tại đây."""
ham,"""Thân gửi, lịch làm việc tuần sau của bạn đã được cập nhật. Kiểm tra để biết thêm chi tiết."""
ham,"""Xin chào, bạn vừa nhận được đề xuất hợp tác từ đối tác mới. Xem chi tiết trong tài liệu đính kèm."""
ham,"""Chúng tôi mời bạn tham gia chương trình khám sức khỏe miễn phí vào cuối tuần này."""
ham,"""Báo cáo tiến độ dự án cần được gửi trước 5h chiều hôm nay. Cảm ơn sự hợp tác của bạn!"""
ham,"""Hệ thống ghi nhận yêu cầu thay đổi lịch hẹn khám bệnh. Nhấn vào đây để xác nhận."""
ham,"""Đừng quên cuộc hẹn gặp gỡ khách hàng vào sáng mai tại quán cà phê ABC."""
ham,"""Bạn vừa nhận được một lời mời tham dự sự kiện nghệ thuật. Chi tiết đính kèm trong email."""
spam,"""Chào bạn! Nhận ngay cơ hội mua laptop chỉ với 3.999.000 VNĐ. Đừng bỏ lỡ, số lượng có hạn!"""
spam,"""Bạn vừa trúng một phiếu quà tặng 1 triệu đồng tại cửa hàng ABC. Nhấn vào đây để xác nhận."""
spam,"""Tài khoản ngân hàng của bạn sẽ bị khóa trong vòng 24 giờ nếu không cập nhật thông tin. Xem chi tiết tại đây."""
spam,"""Ưu đãi siêu khủng: Giảm giá 70% toàn bộ sản phẩm nội thất. Chỉ áp dụng hôm nay!"""
spam,"""Khám phá bí quyết kiếm tiền nhanh chóng. Đăng ký khóa học miễn phí ngay hôm nay!"""
spam,"""Nhấn vào đây để nhận phần mềm chỉnh sửa ảnh chuyên nghiệp miễn phí trong 7 ngày."""
spam,"""Tặng bạn một tháng sử dụng miễn phí dịch vụ nghe nhạc cao cấp. Tải ứng dụng tại đây."""
spam,"""Bạn có cơ hội trở thành thành viên VIP với ưu đãi 50%. Đăng ký ngay hôm nay!"""
spam,"""Tham gia chương trình bốc thăm may mắn để nhận xe máy SH. Đăng ký miễn phí tại đây!"""
spam,"""Thông báo: Có giao dịch chưa hoàn tất trong ví điện tử của bạn. Nhấn vào đây để hoàn thành."""
spam,"""Đừng bỏ qua cơ hội đầu tư sinh lời 30% trong vòng 3 tháng. Xem chi tiết tại đây!"""
spam,"""Bạn vừa được nhận một chuyến du lịch miễn phí đến Đà Nẵng. Đăng ký nhận vé tại đây."""
spam,"""Khóa học kỹ năng sống giá chỉ 199.000 VNĐ. Số lượng có hạn, đăng ký ngay!"""
spam,"""Nhận ngay voucher giảm giá 500.000 VNĐ khi mua sắm online. Chi tiết tại đây."""
spam,"""Phần thưởng 10 triệu VNĐ đang chờ bạn. Đăng nhập để kiểm tra ngay!"""
spam,"""Thông báo: Gói bảo hiểm của bạn sẽ hết hạn vào ngày mai. Gia hạn ngay tại đây."""
spam,"""Thời trang hè giảm giá sốc đến 80%. Đặt mua ngay hôm nay để nhận quà tặng kèm."""
spam,"""Bạn được mời tham gia buổi hội thảo chuyên đề kiếm tiền online. Tham gia miễn phí tại đây."""
spam,"""Mở thẻ tín dụng hôm nay, nhận ngay voucher 2 triệu đồng mua sắm tại trung tâm thương mại."""
spam,"""Gói internet tốc độ cao với giá cực rẻ chỉ 99.000 VNĐ/tháng. Đăng ký ngay!"""
ham,"""Kính gửi, đây là lời nhắc về lịch họp dự án vào 9h sáng ngày mai. Mong bạn sắp xếp thời gian."""
ham,"""Chào bạn, hóa đơn thanh toán tháng này đã được gửi. Vui lòng kiểm tra và hoàn tất trước ngày 15."""
ham,"""Đây là thư xác nhận đăng ký tham dự hội thảo của bạn. Cảm ơn và hẹn gặp lại!"""
ham,"""Thông báo: Chương trình tập huấn kỹ năng mềm sẽ được tổ chức vào cuối tuần này."""
